,Date,ID,Problems_solved,Transactions,T_Month
4527,2020-08-10,246.0,13,913,2020-08-01
4528,2020-08-11,246.0,21,598,2020-08-01
4529,2020-08-12,246.0,17,504,2020-08-01
4530,2020-08-17,246.0,17,922,2020-08-01
4531,2020-08-18,246.0,22,"1,007",2020-08-01
4532,2020-08-19,246.0,15,"2,457",2020-08-01
4533,2020-08-20,246.0,19,"1,449",2020-08-01
4534,2020-08-21,246.0,31,683,2020-08-01
4535,2020-08-22,246.0,20,"1,123",2020-08-01
4536,2020-08-23,246.0,25,0,2020-08-01
4537,2020-08-26,246.0,61,959,2020-08-01
4538,2020-08-27,246.0,42,"2,308",2020-08-01
4539,2020-08-28,246.0,41,"1,407",2020-08-01
4540,2020-08-29,246.0,55,"1,024",2020-08-01
4541,2020-08-30,246.0,16,0,2020-08-01
4542,2020-08-31,121.0,47,"1,173",2020-08-01
4543,2020-08-02,121.0,8,0,2020-08-01
4544,2020-08-03,121.0,17,"2,298",2020-08-01
4545,2020-08-04,121.0,14,713,2020-08-01
4546,2020-08-06,121.0,18,"1,610",2020-08-01
4547,2020-08-07,121.0,14,0,2020-08-01
4548,2020-08-10,121.0,20,"1,572",2020-08-01
4549,2020-08-11,121.0,5,0,2020-08-01
4550,2020-08-12,121.0,16,"2,278",2020-08-01
4551,2020-08-13,121.0,12,"1,570",2020-08-01
4552,2020-08-14,121.0,5,"2,521",2020-08-01
4553,2020-08-17,121.0,26,"3,203",2020-08-01
4554,2020-08-18,121.0,24,"2,005",2020-08-01
4555,2020-08-19,121.0,4,"1,062",2020-08-01
4556,2020-08-20,121.0,14,"2,008",2020-08-01
4557,2020-08-21,121.0,7,"1,573",2020-08-01
4558,2020-08-24,121.0,17,"1,419",2020-08-01
4559,2020-08-25,121.0,11,"3,745",2020-08-01
4560,2020-08-26,121.0,20,"1,688",2020-08-01
4561,2020-08-27,121.0,16,0,2020-08-01
4562,2020-08-28,122.0,18,"2,157",2020-08-01
4563,2020-08-23,122.0,0,177,2020-08-01
4564,2020-08-03,122.0,16,"2,173",2020-08-01
4565,2020-08-04,122.0,23,"1,054",2020-08-01
4566,2020-08-05,122.0,33,633,2020-08-01
4567,2020-08-06,122.0,19,"1,288",2020-08-01
4568,2020-08-07,122.0,24,"1,901",2020-08-01
4569,2020-08-10,122.0,22,"2,047",2020-08-01
4570,2020-08-11,122.0,18,"1,578",2020-08-01
4571,2020-08-12,122.0,25,"1,224",2020-08-01
4572,2020-08-13,122.0,9,"1,216",2020-08-01
4573,2020-08-14,122.0,26,"3,204",2020-08-01
4574,2020-08-20,122.0,26,406,2020-08-01
4575,2020-08-21,122.0,24,809,2020-08-01
4576,2020-08-23,122.0,20,0,2020-08-01
4577,2020-08-24,122.0,32,718,2020-08-01
4578,2020-08-25,122.0,23,0,2020-08-01
4579,2020-08-26,122.0,36,"1,408",2020-08-01
4580,2020-08-27,122.0,27,0,2020-08-01
4581,2020-08-28,122.0,17,"2,311",2020-08-01
4582,2020-08-30,122.0,9,0,2020-08-01
4583,2020-08-31,123.0,22,0,2020-08-01
4584,2020-08-20,123.0,0,920,2020-08-01
4585,2020-08-01,123.0,26,928,2020-08-01
4586,2020-08-03,123.0,10,"1,319",2020-08-01
4587,2020-08-05,123.0,31,892,2020-08-01
4588,2020-08-06,123.0,23,577,2020-08-01
4589,2020-08-07,123.0,21,"1,713",2020-08-01
4590,2020-08-10,123.0,27,578,2020-08-01
4591,2020-08-11,123.0,19,"1,418",2020-08-01
4592,2020-08-12,123.0,20,713,2020-08-01
4593,2020-08-13,123.0,19,830,2020-08-01
4594,2020-08-18,123.0,14,862,2020-08-01
4595,2020-08-20,123.0,26,"1,216",2020-08-01
4596,2020-08-21,123.0,14,0,2020-08-01
4597,2020-08-24,123.0,19,"1,532",2020-08-01
4598,2020-08-26,123.0,17,"2,355",2020-08-01
4599,2020-08-27,123.0,16,"1,908",2020-08-01
4600,2020-08-28,123.0,19,"1,629",2020-08-01
4601,2020-08-30,123.0,7,0,2020-08-01
4602,2020-08-31,124.0,9,"2,231",2020-08-01
4603,2020-08-01,124.0,14,0,2020-08-01
4604,2020-08-02,124.0,6,0,2020-08-01
4605,2020-08-03,124.0,15,"3,098",2020-08-01
4606,2020-08-04,124.0,13,"1,371",2020-08-01
4607,2020-08-05,124.0,11,"1,192",2020-08-01
4608,2020-08-06,124.0,14,"1,057",2020-08-01
4609,2020-08-24,124.0,15,"1,413",2020-08-01
4610,2020-08-25,124.0,16,"1,214",2020-08-01
4611,2020-08-26,125.0,15,"1,039",2020-08-01
4612,2020-08-20,125.0,0,416,2020-08-01
4613,2020-08-21,125.0,0,385,2020-08-01
4614,2020-08-02,125.0,9,0,2020-08-01
4615,2020-08-03,125.0,32,"1,602",2020-08-01
4616,2020-08-04,125.0,21,"1,765",2020-08-01
4617,2020-08-05,125.0,33,"1,050",2020-08-01
4618,2020-08-06,125.0,20,"1,294",2020-08-01
4619,2020-08-07,125.0,15,"1,748",2020-08-01
4620,2020-08-10,125.0,26,718,2020-08-01
4621,2020-08-11,125.0,29,"1,501",2020-08-01
4622,2020-08-12,125.0,15,"2,396",2020-08-01
4623,2020-08-13,125.0,15,"2,478",2020-08-01
4624,2020-08-14,125.0,16,"1,456",2020-08-01
4625,2020-08-15,125.0,8,"2,338",2020-08-01
4626,2020-08-17,125.0,23,"1,740",2020-08-01
4627,2020-08-18,125.0,22,924,2020-08-01
4628,2020-08-19,125.0,23,946,2020-08-01
4629,2020-08-20,125.0,22,"1,006",2020-08-01
4630,2020-08-21,125.0,38,"1,480",2020-08-01
4631,2020-08-22,125.0,8,"1,505",2020-08-01
4632,2020-08-23,125.0,25,990,2020-08-01
4633,2020-08-24,125.0,30,"2,777",2020-08-01
4634,2020-08-25,125.0,41,"1,470",2020-08-01
4635,2020-08-26,125.0,37,"1,215",2020-08-01
4636,2020-08-27,125.0,28,"2,314",2020-08-01
4637,2020-08-28,126.0,27,"1,295",2020-08-01
4638,2020-08-20,126.0,0,0,2020-08-01
4639,2020-08-01,126.0,9,"1,235",2020-08-01
4640,2020-08-11,126.0,15,"2,045",2020-08-01
4641,2020-08-12,126.0,8,921,2020-08-01
4642,2020-08-13,126.0,19,521,2020-08-01
4643,2020-08-17,126.0,24,"1,248",2020-08-01
4644,2020-08-18,126.0,15,"1,899",2020-08-01
4645,2020-08-19,126.0,13,"1,652",2020-08-01
4646,2020-08-20,126.0,30,"2,028",2020-08-01
4647,2020-08-21,126.0,9,445,2020-08-01
4648,2020-08-24,127.0,22,"1,068",2020-08-01
4649,2020-08-03,127.0,8,793,2020-08-01
4650,2020-08-05,127.0,20,"1,311",2020-08-01
4651,2020-08-06,127.0,6,"1,627",2020-08-01
4652,2020-08-07,127.0,8,"2,032",2020-08-01
4653,2020-08-10,127.0,17,"1,267",2020-08-01
4654,2020-08-11,127.0,4,"1,266",2020-08-01
4655,2020-08-12,127.0,8,"2,824",2020-08-01
4656,2020-08-19,127.0,7,"2,289",2020-08-01
4657,2020-08-20,127.0,7,83,2020-08-01
4658,2020-08-21,127.0,11,"1,636",2020-08-01
4659,2020-08-22,127.0,14,"2,870",2020-08-01
4660,2020-08-23,127.0,2,0,2020-08-01
4661,2020-08-24,127.0,9,"1,441",2020-08-01
4662,2020-08-25,127.0,17,"1,214",2020-08-01
4663,2020-08-26,127.0,22,"1,966",2020-08-01
4664,2020-08-27,127.0,5,850,2020-08-01
4665,2020-08-28,127.0,10,"1,917",2020-08-01
4666,2020-08-30,127.0,11,0,2020-08-01
4667,2020-08-31,195.0,3,"1,548",2020-08-01
4668,2020-08-25,195.0,1,0,2020-08-01
4669,2020-08-26,195.0,1,"2,135",2020-08-01
4670,2020-08-27,195.0,2,0,2020-08-01
4671,2020-08-31,196.0,9,"1,337",2020-08-01
4672,2020-08-25,196.0,5,0,2020-08-01
4673,2020-08-26,196.0,9,0,2020-08-01
4674,2020-08-27,196.0,7,612,2020-08-01
4675,2020-08-31,197.0,5,"1,178",2020-08-01
4676,2020-08-25,197.0,2,"1,926",2020-08-01
4677,2020-08-26,197.0,2,"1,142",2020-08-01
4678,2020-08-27,197.0,5,"1,012",2020-08-01
4679,2020-08-28,197.0,5,"2,388",2020-08-01
4680,2020-08-31,199.0,6,178,2020-08-01
4681,2020-08-25,199.0,3,"1,886",2020-08-01
4682,2020-08-27,199.0,5,"1,002",2020-08-01
4683,2020-08-28,199.0,11,779,2020-08-01
4684,2020-08-31,99.0,15,"1,263",2020-08-01
4685,2020-08-24,99.0,2,"1,619",2020-08-01
4686,2020-08-25,99.0,1,0,2020-08-01
4687,2020-08-26,99.0,5,852,2020-08-01
4688,2020-08-27,99.0,2,"2,235",2020-08-01
4689,2020-08-28,99.0,6,"3,106",2020-08-01
4690,2020-08-31,202.0,13,"1,696",2020-08-01
4691,2020-08-25,202.0,1,0,2020-08-01
4692,2020-08-26,202.0,6,870,2020-08-01
4693,2020-08-27,202.0,0,0,2020-08-01
4694,2020-08-28,202.0,5,"1,277",2020-08-01
4695,2020-08-31,203.0,7,"1,670",2020-08-01
4696,2020-08-25,203.0,6,0,2020-08-01
4697,2020-08-26,203.0,7,"2,416",2020-08-01
4698,2020-08-27,203.0,6,0,2020-08-01
4699,2020-08-28,203.0,3,"1,932",2020-08-01
4700,2020-08-31,204.0,13,"1,529",2020-08-01
4701,2020-08-25,204.0,1,0,2020-08-01
4702,2020-08-26,204.0,4,617,2020-08-01
4703,2020-08-28,204.0,8,"2,555",2020-08-01
4704,2020-08-31,238.0,16,962,2020-08-01
4705,2020-08-26,238.0,10,"1,672",2020-08-01
4706,2020-08-27,238.0,4,"1,389",2020-08-01
4707,2020-08-28,238.0,4,0,2020-08-01
4708,2020-08-31,104.0,11,"1,299",2020-08-01
4709,2020-08-24,104.0,1,0,2020-08-01
4710,2020-08-26,104.0,3,0,2020-08-01
4711,2020-08-27,104.0,3,"1,454",2020-08-01
4712,2020-08-28,104.0,7,0,2020-08-01
4713,2020-08-31,240.0,10,"1,617",2020-08-01
4714,2020-08-26,240.0,6,577,2020-08-01
4715,2020-08-28,240.0,3,909,2020-08-01
4716,2020-08-31,205.0,5,"1,043",2020-08-01
4717,2020-08-25,205.0,3,455,2020-08-01
4718,2020-08-26,205.0,4,0,2020-08-01
4719,2020-08-27,205.0,1,"2,986",2020-08-01
4720,2020-08-28,205.0,1,0,2020-08-01
4721,2020-08-31,206.0,8,"1,531",2020-08-01
4722,2020-08-25,206.0,5,0,2020-08-01
4723,2020-08-26,206.0,6,0,2020-08-01
4724,2020-08-27,206.0,7,"1,558",2020-08-01
4725,2020-08-28,206.0,2,"1,180",2020-08-01
4726,2020-08-31,207.0,9,"1,306",2020-08-01
4727,2020-08-25,207.0,3,0,2020-08-01
4728,2020-08-26,207.0,1,"2,564",2020-08-01
4729,2020-08-28,207.0,6,0,2020-08-01
4730,2020-08-31,208.0,11,"1,286",2020-08-01
4731,2020-08-25,208.0,8,"1,350",2020-08-01
4732,2020-08-26,208.0,1,"1,323",2020-08-01
4733,2020-08-27,208.0,9,"1,534",2020-08-01
4734,2020-08-28,106.0,4,0,2020-08-01
4735,2020-08-24,106.0,7,"1,112",2020-08-01
4736,2020-08-26,106.0,13,954,2020-08-01
4737,2020-08-28,106.0,2,"1,128",2020-08-01
4738,2020-08-31,239.0,18,991,2020-08-01
4739,2020-08-26,239.0,2,0,2020-08-01
4740,2020-08-27,128.0,3,0,2020-08-01
4741,2020-08-01,128.0,23,708,2020-08-01
4742,2020-08-02,128.0,29,0,2020-08-01
4743,2020-08-03,128.0,22,870,2020-08-01
4744,2020-08-04,128.0,13,567,2020-08-01
4745,2020-08-05,128.0,4,266,2020-08-01
4746,2020-08-08,128.0,27,"1,212",2020-08-01
4747,2020-08-09,128.0,10,318,2020-08-01
4748,2020-08-10,128.0,9,822,2020-08-01
4749,2020-08-11,128.0,19,738,2020-08-01
4750,2020-08-12,128.0,26,0,2020-08-01
4751,2020-08-13,128.0,25,"1,347",2020-08-01
4752,2020-08-14,128.0,36,"1,113",2020-08-01
4753,2020-08-15,128.0,29,966,2020-08-01
4754,2020-08-16,128.0,37,0,2020-08-01
4755,2020-08-24,128.0,33,"1,033",2020-08-01
4756,2020-08-25,128.0,37,955,2020-08-01
4757,2020-08-26,128.0,35,981,2020-08-01
4758,2020-08-28,128.0,9,"1,414",2020-08-01
4759,2020-08-29,128.0,47,855,2020-08-01
4760,2020-08-30,128.0,29,0,2020-08-01
4761,2020-08-31,213.0,36,"1,004",2020-08-01
4762,2020-08-20,213.0,0,85,2020-08-01
4763,2020-08-01,213.0,28,"1,484",2020-08-01
4764,2020-08-12,213.0,28,"4,139",2020-08-01
4765,2020-08-13,213.0,32,"3,162",2020-08-01
4766,2020-08-14,213.0,9,"1,176",2020-08-01
4767,2020-08-15,213.0,24,"2,862",2020-08-01
4768,2020-08-17,213.0,27,"2,039",2020-08-01
4769,2020-08-18,213.0,20,"1,267",2020-08-01
4770,2020-08-19,213.0,17,"1,828",2020-08-01
4771,2020-08-20,213.0,26,"1,232",2020-08-01
4772,2020-08-22,213.0,34,"1,524",2020-08-01
4773,2020-08-25,213.0,22,"1,340",2020-08-01
4774,2020-08-26,213.0,25,"1,320",2020-08-01
4775,2020-08-27,213.0,33,"1,318",2020-08-01
4776,2020-08-28,213.0,13,"1,424",2020-08-01
4777,2020-08-29,213.0,30,"1,514",2020-08-01
4778,2020-08-30,291.0,22,0,2020-08-01
4779,2020-08-01,291.0,19,"1,054",2020-08-01
4780,2020-08-02,291.0,18,0,2020-08-01
4781,2020-08-03,291.0,23,919,2020-08-01
4782,2020-08-04,291.0,26,"2,087",2020-08-01
4783,2020-08-05,291.0,38,949,2020-08-01
4784,2020-08-06,291.0,19,"1,238",2020-08-01
4785,2020-08-09,291.0,20,0,2020-08-01
4786,2020-08-10,291.0,9,"1,049",2020-08-01
4787,2020-08-11,291.0,17,644,2020-08-01
4788,2020-08-12,291.0,16,"1,277",2020-08-01
4789,2020-08-13,291.0,28,555,2020-08-01
4790,2020-08-14,291.0,8,0,2020-08-01
4791,2020-08-15,291.0,16,"1,359",2020-08-01
4792,2020-08-17,291.0,18,"1,139",2020-08-01
4793,2020-08-18,291.0,19,984,2020-08-01
4794,2020-08-19,291.0,14,0,2020-08-01
4795,2020-08-20,291.0,10,"1,607",2020-08-01
4796,2020-08-21,291.0,14,784,2020-08-01
4797,2020-08-22,291.0,10,"1,345",2020-08-01
4798,2020-08-23,129.0,7,0,2020-08-01
4799,2020-08-20,129.0,0,174,2020-08-01
4800,2020-08-01,129.0,59,682,2020-08-01
4801,2020-08-03,129.0,46,819,2020-08-01
4802,2020-08-05,129.0,59,496,2020-08-01
4803,2020-08-06,129.0,34,415,2020-08-01
4804,2020-08-07,129.0,27,"1,126",2020-08-01
4805,2020-08-10,129.0,20,"1,060",2020-08-01
4806,2020-08-11,129.0,30,"1,375",2020-08-01
4807,2020-08-12,129.0,26,899,2020-08-01
4808,2020-08-13,129.0,33,579,2020-08-01
4809,2020-08-14,129.0,43,906,2020-08-01
4810,2020-08-17,129.0,4,"1,281",2020-08-01
4811,2020-08-18,129.0,33,949,2020-08-01
4812,2020-08-19,129.0,19,648,2020-08-01
4813,2020-08-20,129.0,29,"1,842",2020-08-01
4814,2020-08-21,129.0,23,667,2020-08-01
4815,2020-08-22,129.0,17,"1,447",2020-08-01
4816,2020-08-24,129.0,27,936,2020-08-01
4817,2020-08-25,129.0,21,"1,622",2020-08-01
4818,2020-08-26,129.0,14,"1,117",2020-08-01
4819,2020-08-31,130.0,18,"1,421",2020-08-01
4820,2020-08-22,130.0,0,0,2020-08-01
4821,2020-08-03,130.0,20,966,2020-08-01
4822,2020-08-04,130.0,14,"1,330",2020-08-01
4823,2020-08-06,130.0,38,619,2020-08-01
4824,2020-08-07,130.0,13,817,2020-08-01
4825,2020-08-10,130.0,31,"1,241",2020-08-01
4826,2020-08-11,130.0,28,832,2020-08-01
4827,2020-08-12,130.0,8,750,2020-08-01
4828,2020-08-13,130.0,10,"1,190",2020-08-01
4829,2020-08-14,130.0,22,963,2020-08-01
4830,2020-08-17,130.0,23,"1,074",2020-08-01
4831,2020-08-18,130.0,26,859,2020-08-01
4832,2020-08-19,130.0,22,"1,289",2020-08-01
4833,2020-08-20,130.0,16,"1,116",2020-08-01
4834,2020-08-21,130.0,22,"1,349",2020-08-01
4835,2020-08-22,130.0,24,930,2020-08-01
4836,2020-08-24,130.0,28,"1,109",2020-08-01
4837,2020-08-25,130.0,22,859,2020-08-01
4838,2020-08-26,130.0,16,"1,059",2020-08-01
4839,2020-08-27,130.0,26,868,2020-08-01
4840,2020-08-28,130.0,13,681,2020-08-01
4841,2020-08-30,130.0,2,0,2020-08-01
4842,2020-08-31,269.0,38,805,2020-08-01
4843,2020-08-01,269.0,26,"1,248",2020-08-01
4844,2020-08-03,269.0,12,471,2020-08-01
4845,2020-08-04,269.0,9,0,2020-08-01
4846,2020-08-05,269.0,34,669,2020-08-01
4847,2020-08-06,269.0,16,772,2020-08-01
4848,2020-08-07,269.0,14,726,2020-08-01
4849,2020-08-08,269.0,5,900,2020-08-01
4850,2020-08-10,269.0,5,499,2020-08-01
4851,2020-08-11,269.0,4,520,2020-08-01
4852,2020-08-12,269.0,7,698,2020-08-01
4853,2020-08-13,269.0,14,423,2020-08-01
4854,2020-08-14,269.0,16,"1,040",2020-08-01
4855,2020-08-15,269.0,10,"1,015",2020-08-01
4856,2020-08-16,269.0,31,0,2020-08-01
4857,2020-08-17,269.0,12,0,2020-08-01
4858,2020-08-18,269.0,1,"1,397",2020-08-01
4859,2020-08-19,269.0,4,"1,524",2020-08-01
4860,2020-08-20,269.0,12,592,2020-08-01
4861,2020-08-21,269.0,21,"1,712",2020-08-01
4862,2020-08-23,269.0,12,0,2020-08-01
4863,2020-08-28,273.0,4,0,2020-08-01
4864,2020-08-03,273.0,11,"1,069",2020-08-01
4865,2020-08-04,273.0,7,"1,159",2020-08-01
4866,2020-08-05,273.0,8,"2,146",2020-08-01
4867,2020-08-06,273.0,8,0,2020-08-01
4868,2020-08-07,273.0,12,669,2020-08-01
4869,2020-08-10,273.0,4,533,2020-08-01
4870,2020-08-11,273.0,14,"1,220",2020-08-01
4871,2020-08-12,273.0,17,"2,088",2020-08-01
4872,2020-08-13,273.0,22,0,2020-08-01
4873,2020-08-29,273.0,27,931,2020-08-01
4874,2020-08-30,131.0,10,0,2020-08-01
4875,2020-08-20,131.0,0,283,2020-08-01
4876,2020-08-03,131.0,21,"1,686",2020-08-01
4877,2020-08-04,131.0,8,"1,183",2020-08-01
4878,2020-08-05,131.0,45,529,2020-08-01
4879,2020-08-06,131.0,16,"1,175",2020-08-01
4880,2020-08-07,131.0,7,"1,117",2020-08-01
4881,2020-08-10,131.0,22,681,2020-08-01
4882,2020-08-11,131.0,33,999,2020-08-01
4883,2020-08-12,131.0,14,844,2020-08-01
4884,2020-08-13,131.0,13,980,2020-08-01
4885,2020-08-14,131.0,14,482,2020-08-01
4886,2020-08-17,131.0,32,654,2020-08-01
4887,2020-08-18,131.0,37,701,2020-08-01
4888,2020-08-20,131.0,22,701,2020-08-01
4889,2020-08-24,131.0,18,"1,069",2020-08-01
4890,2020-08-25,131.0,27,709,2020-08-01
4891,2020-08-26,131.0,13,693,2020-08-01
4892,2020-08-27,131.0,17,971,2020-08-01
4893,2020-08-28,131.0,24,688,2020-08-01
4894,2020-08-31,132.0,26,"1,114",2020-08-01
4895,2020-08-03,132.0,6,702,2020-08-01
4896,2020-08-04,132.0,25,703,2020-08-01
4897,2020-08-05,132.0,14,611,2020-08-01
4898,2020-08-06,132.0,11,454,2020-08-01
4899,2020-08-07,132.0,10,849,2020-08-01
4900,2020-08-09,132.0,10,0,2020-08-01
4901,2020-08-10,132.0,7,"1,103",2020-08-01
4902,2020-08-11,132.0,28,675,2020-08-01
4903,2020-08-12,132.0,10,"1,452",2020-08-01
4904,2020-08-13,132.0,31,"1,159",2020-08-01
4905,2020-08-14,132.0,30,"1,131",2020-08-01
4906,2020-08-16,132.0,31,0,2020-08-01
4907,2020-08-17,132.0,28,990,2020-08-01
4908,2020-08-18,132.0,33,830,2020-08-01
4909,2020-08-19,132.0,9,665,2020-08-01
4910,2020-08-20,132.0,6,646,2020-08-01
4911,2020-08-21,132.0,14,"1,008",2020-08-01
4912,2020-08-24,132.0,20,727,2020-08-01
4913,2020-08-25,132.0,18,308,2020-08-01
4914,2020-08-26,132.0,36,875,2020-08-01
4915,2020-08-27,132.0,15,585,2020-08-01
4916,2020-08-28,214.0,41,878,2020-08-01
4917,2020-08-21,214.0,0,0,2020-08-01
4918,2020-08-01,214.0,27,"1,277",2020-08-01
4919,2020-08-11,214.0,20,"1,919",2020-08-01
4920,2020-08-12,214.0,24,"5,168",2020-08-01
4921,2020-08-13,214.0,32,"2,977",2020-08-01
4922,2020-08-14,214.0,27,"4,307",2020-08-01
4923,2020-08-15,214.0,23,"3,346",2020-08-01
4924,2020-08-18,214.0,18,"3,443",2020-08-01
4925,2020-08-19,214.0,8,"4,327",2020-08-01
4926,2020-08-20,214.0,19,"3,192",2020-08-01
4927,2020-08-21,214.0,27,"3,546",2020-08-01
4928,2020-08-22,214.0,19,"3,028",2020-08-01
4929,2020-08-25,214.0,29,"3,547",2020-08-01
4930,2020-08-26,214.0,17,"2,108",2020-08-01
4931,2020-08-27,214.0,28,"2,944",2020-08-01
4932,2020-08-28,214.0,18,"2,453",2020-08-01
4933,2020-08-29,214.0,16,"2,607",2020-08-01
4934,2020-08-30,263.0,24,0,2020-08-01
4935,2020-08-01,263.0,11,813,2020-08-01
4936,2020-08-02,263.0,6,0,2020-08-01
4937,2020-08-03,263.0,5,0,2020-08-01
4938,2020-08-04,263.0,15,"1,160",2020-08-01
4939,2020-08-05,263.0,19,"1,125",2020-08-01
4940,2020-08-14,263.0,11,"1,324",2020-08-01
4941,2020-08-15,263.0,8,"1,662",2020-08-01
4942,2020-08-16,263.0,6,0,2020-08-01
4943,2020-08-18,263.0,17,"2,558",2020-08-01
4944,2020-08-19,263.0,11,"1,216",2020-08-01
4945,2020-08-20,263.0,6,"1,405",2020-08-01
4946,2020-08-27,133.0,5,"1,683",2020-08-01
4947,2020-08-21,133.0,0,0,2020-08-01
4948,2020-08-22,133.0,0,705,2020-08-01
4949,2020-08-20,133.0,0,127,2020-08-01
4950,2020-08-02,133.0,24,0,2020-08-01
4951,2020-08-03,133.0,23,"1,012",2020-08-01
4952,2020-08-04,133.0,19,"1,076",2020-08-01
4953,2020-08-05,133.0,36,896,2020-08-01
4954,2020-08-06,133.0,30,908,2020-08-01
4955,2020-08-07,133.0,25,"1,305",2020-08-01
4956,2020-08-08,133.0,10,"1,348",2020-08-01
4957,2020-08-10,133.0,26,"1,884",2020-08-01
4958,2020-08-12,133.0,35,"1,284",2020-08-01
4959,2020-08-13,133.0,9,616,2020-08-01
4960,2020-08-14,133.0,24,719,2020-08-01
4961,2020-08-15,133.0,20,"1,536",2020-08-01
4962,2020-08-17,133.0,32,745,2020-08-01
4963,2020-08-18,133.0,19,578,2020-08-01
4964,2020-08-19,133.0,8,"1,396",2020-08-01
4965,2020-08-20,133.0,10,567,2020-08-01
4966,2020-08-21,133.0,20,995,2020-08-01
4967,2020-08-22,133.0,18,"1,050",2020-08-01
4968,2020-08-24,133.0,34,930,2020-08-01
4969,2020-08-25,133.0,23,817,2020-08-01
4970,2020-08-27,133.0,23,844,2020-08-01
4971,2020-08-29,133.0,25,839,2020-08-01
4972,2020-08-31,134.0,42,"1,296",2020-08-01
4973,2020-08-24,134.0,1,0,2020-08-01
4974,2020-08-01,134.0,16,957,2020-08-01
4975,2020-08-02,134.0,13,0,2020-08-01
4976,2020-08-03,134.0,3,931,2020-08-01
4977,2020-08-04,134.0,15,"1,897",2020-08-01
4978,2020-08-05,134.0,28,"1,317",2020-08-01
4979,2020-08-06,134.0,16,"1,240",2020-08-01
4980,2020-08-07,134.0,24,"2,249",2020-08-01
4981,2020-08-08,134.0,8,"1,156",2020-08-01
4982,2020-08-10,134.0,12,"1,492",2020-08-01
4983,2020-08-11,134.0,9,"1,022",2020-08-01
4984,2020-08-12,134.0,29,909,2020-08-01
4985,2020-08-13,134.0,19,"1,017",2020-08-01
4986,2020-08-14,134.0,23,872,2020-08-01
4987,2020-08-15,134.0,19,"1,606",2020-08-01
4988,2020-08-16,134.0,44,0,2020-08-01
4989,2020-08-17,134.0,23,"1,157",2020-08-01
4990,2020-08-18,134.0,21,"1,573",2020-08-01
4991,2020-08-19,134.0,28,"1,224",2020-08-01
4992,2020-08-21,134.0,23,856,2020-08-01
4993,2020-08-23,134.0,31,0,2020-08-01
4994,2020-08-24,134.0,30,403,2020-08-01
4995,2020-08-25,134.0,30,963,2020-08-01
4996,2020-08-26,134.0,30,935,2020-08-01
4997,2020-08-27,134.0,36,"1,507",2020-08-01
4998,2020-08-28,134.0,30,"1,110",2020-08-01
4999,2020-08-29,134.0,40,"1,513",2020-08-01
5000,2020-08-30,134.0,25,0,2020-08-01
5001,2020-08-31,135.0,24,"1,768",2020-08-01
5002,2020-08-21,135.0,0,190,2020-08-01
5003,2020-08-02,135.0,4,0,2020-08-01
5004,2020-08-03,135.0,5,829,2020-08-01
5005,2020-08-04,135.0,6,0,2020-08-01
5006,2020-08-06,135.0,8,"1,111",2020-08-01
5007,2020-08-07,135.0,9,452,2020-08-01
5008,2020-08-09,135.0,4,0,2020-08-01
5009,2020-08-10,135.0,4,"1,101",2020-08-01
5010,2020-08-11,135.0,23,812,2020-08-01
5011,2020-08-12,135.0,6,"1,909",2020-08-01
5012,2020-08-13,135.0,7,567,2020-08-01
5013,2020-08-14,135.0,14,"2,460",2020-08-01
5014,2020-08-16,135.0,6,0,2020-08-01
5015,2020-08-17,135.0,15,807,2020-08-01
5016,2020-08-18,135.0,4,769,2020-08-01
5017,2020-08-19,135.0,5,"1,374",2020-08-01
5018,2020-08-20,135.0,7,0,2020-08-01
5019,2020-08-21,135.0,18,0,2020-08-01
5020,2020-08-23,135.0,10,0,2020-08-01
5021,2020-08-24,135.0,19,338,2020-08-01
5022,2020-08-25,135.0,13,0,2020-08-01
5023,2020-08-26,135.0,8,0,2020-08-01
5024,2020-08-27,135.0,18,785,2020-08-01
5025,2020-08-28,135.0,17,"1,017",2020-08-01
5026,2020-08-30,135.0,14,0,2020-08-01
5027,2020-08-31,247.0,18,"1,748",2020-08-01
5028,2020-08-03,247.0,25,"1,561",2020-08-01
5029,2020-08-04,247.0,21,739,2020-08-01
5030,2020-08-05,247.0,27,"1,612",2020-08-01
5031,2020-08-06,247.0,18,"1,293",2020-08-01
5032,2020-08-07,247.0,20,"1,268",2020-08-01
5033,2020-08-10,247.0,20,"1,325",2020-08-01
5034,2020-08-11,247.0,23,507,2020-08-01
5035,2020-08-12,247.0,21,965,2020-08-01
5036,2020-08-13,247.0,30,880,2020-08-01
5037,2020-08-14,247.0,14,"1,688",2020-08-01
5038,2020-08-17,247.0,19,"2,046",2020-08-01
5039,2020-08-18,247.0,25,"1,588",2020-08-01
5040,2020-08-19,247.0,20,"1,434",2020-08-01
5041,2020-08-20,247.0,16,"1,153",2020-08-01
5042,2020-08-21,247.0,13,"1,616",2020-08-01
5043,2020-08-22,247.0,33,"1,203",2020-08-01
5044,2020-08-26,247.0,14,784,2020-08-01
5045,2020-08-27,247.0,11,"1,601",2020-08-01
5046,2020-08-28,247.0,20,862,2020-08-01
5047,2020-08-29,247.0,15,"2,451",2020-08-01
5048,2020-08-30,247.0,20,0,2020-08-01
5049,2020-08-31,136.0,16,"3,092",2020-08-01
5050,2020-08-21,136.0,1,0,2020-08-01
5051,2020-08-21,136.0,0,169,2020-08-01
5052,2020-08-03,136.0,7,761,2020-08-01
